fir_id,person_a,person_b,crime_type,date,location,case_status
F007261,P03773,P04298,Financial Fraud,2025-04-14,Indore,Open
F007262,P09505,P05763,Money Laundering,2025-07-11,Jaipur,Under Investigation
F007263,P06265,P04609,Illegal Financing,2025-01-10,Vadodara,Open
F007264,P05793,P08297,Organized Fraud,2025-11-08,Kolkata,Open
F007265,P05609,P02101,Illegal Financing,2025-02-04,Kolkata,Open
F007266,P01086,P05044,Financial Fraud,2025-12-17,Surat,Open
F007267,P00489,P05823,Extortion,2025-08-28,Surat,Under Investigation
F007268,P02619,P03753,Organized Fraud,2025-02-28,Surat,Closed
F007269,P03054,P05772,Financial Fraud,2025-04-15,Mumbai,Open
F007270,P02985,P06118,Financial Fraud,2025-11-14,Jaipur,Open
F007271,P04895,P03539,Financial Fraud,2025-06-13,Indore,Open
F007272,P08926,P01336,Cyber Fraud,2025-05-08,Ahmedabad,Closed
F007273,P06157,P05289,Cyber Fraud,2025-02-26,Indore,Open
F007274,P04196,P07945,Illegal Financing,2025-09-03,Pune,Open
F007275,P01962,P00232,Organized Fraud,2025-08-13,Jaipur,Under Investigation
F007276,P04388,P02119,Money Laundering,2025-06-04,Hyderabad,Open
F007277,P07357,P07219,Cyber Fraud,2025-06-21,Mumbai,Open
F007278,P02835,P01820,Financial Fraud,2025-01-18,Mumbai,Open
F007279,P05695,P02796,Financial Fraud,2025-08-26,Jaipur,Open
F007280,P02326,P08340,Extortion,2025-02-21,Jaipur,Under Investigation
F007281,P00159,P01449,Money Laundering,2025-12-24,Rajkot,Open
F007282,P02478,P01907,Illegal Financing,2025-07-30,Jaipur,Open
F007283,P05032,P05546,Organized Fraud,2025-09-16,Hyderabad,Closed
F007284,P00585,P02440,Extortion,2025-04-27,Delhi,Under Investigation
F007285,P05490,P05070,Financial Fraud,2025-08-14,Bengaluru,Open
F007286,P07081,P01616,Extortion,2025-04-01,Hyderabad,Open
F007287,P04023,P02585,Illegal Financing,2025-02-26,Surat,Open
F007288,P02513,P03299,Extortion,2025-01-02,Mumbai,Open
F007289,P08623,P00511,Illegal Financing,2025-09-07,Surat,Open
F007290,P07393,P09415,Illegal Financing,2025-03-15,Bengaluru,Under Investigation
F007291,P08921,P01110,Extortion,2025-04-14,Bengaluru,Open
F007292,P09019,P00730,Extortion,2025-02-24,Hyderabad,Open
F007293,P00406,P08558,Organized Fraud,2025-11-30,Delhi,Closed
F007294,P03890,P02377,Money Laundering,2025-04-25,Mumbai,Under Investigation
F007295,P03803,P08722,Organized Fraud,2025-03-08,Mumbai,Under Investigation
F007296,P00780,P04231,Organized Fraud,2025-01-23,Indore,Closed
F007297,P03765,P08730,Cyber Fraud,2025-11-27,Bengaluru,Under Investigation
F007298,P05204,P04902,Illegal Financing,2025-06-09,Vadodara,Under Investigation
F007299,P06278,P01850,Cyber Fraud,2025-12-16,Delhi,Open
F007300,P09397,P01919,Extortion,2025-07-05,Jaipur,Under Investigation
F007301,P02078,P05876,Extortion,2025-03-21,Vadodara,Under Investigation
F007302,P00553,P08431,Illegal Financing,2025-03-07,Hyderabad,Open
F007303,P07727,P09942,Money Laundering,2025-12-13,Mumbai,Open
F007304,P01088,P02694,Money Laundering,2025-09-01,Indore,Open
F007305,P04412,P05021,Financial Fraud,2025-12-08,Pune,Under Investigation
F007306,P07080,P01100,Extortion,2025-08-09,Kolkata,Under Investigation
F007307,P03955,P09404,Cyber Fraud,2025-09-21,Surat,Closed
F007308,P01825,P05096,Cyber Fraud,2025-08-21,Rajkot,Closed
F007309,P08171,P06739,Cyber Fraud,2025-04-25,Pune,Closed
F007310,P01926,P07665,Illegal Financing,2025-11-18,Pune,Closed
F007311,P08167,P01893,Money Laundering,2025-07-26,Delhi,Under Investigation
F007312,P01671,P03462,Extortion,2025-06-12,Vadodara,Open
F007313,P09108,P03218,Cyber Fraud,2025-02-18,Jaipur,Open
F007314,P08693,P08639,Cyber Fraud,2025-12-16,Vadodara,Open
F007315,P00384,P01227,Money Laundering,2025-08-18,Ahmedabad,Under Investigation
F007316,P04084,P08022,Financial Fraud,2025-03-06,Surat,Open
F007317,P07633,P01513,Organized Fraud,2025-04-30,Mumbai,Open
F007318,P06227,P00191,Illegal Financing,2025-02-15,Kolkata,Under Investigation
F007319,P08217,P01686,Financial Fraud,2025-06-08,Vadodara,Open
F007320,P00011,P09268,Financial Fraud,2025-10-23,Delhi,Open
F007321,P00140,P04093,Cyber Fraud,2025-04-25,Vadodara,Under Investigation
F007322,P06386,P07539,Extortion,2025-10-04,Vadodara,Open
F007323,P00684,P03754,Organized Fraud,2025-10-22,Kolkata,Open
F007324,P09307,P08962,Financial Fraud,2025-08-06,Indore,Open
F007325,P00551,P00732,Extortion,2025-10-07,Delhi,Under Investigation
F007326,P03435,P09751,Cyber Fraud,2025-09-14,Bengaluru,Open
F007327,P07324,P06139,Extortion,2025-07-15,Vadodara,Open
F007328,P07420,P09118,Financial Fraud,2025-11-30,Mumbai,Open
F007329,P03192,P06814,Extortion,2025-12-27,Pune,Under Investigation
F007330,P07979,P00305,Cyber Fraud,2025-09-09,Rajkot,Open
F007331,P04626,P08258,Illegal Financing,2025-03-08,Vadodara,Under Investigation
F007332,P04783,P03297,Cyber Fraud,2025-02-26,Kolkata,Open
F007333,P05691,P01551,Money Laundering,2025-07-24,Delhi,Closed
F007334,P07193,P08254,Extortion,2025-08-01,Delhi,Under Investigation
F007335,P02598,P01529,Organized Fraud,2025-03-25,Ahmedabad,Open
F007336,P02137,P07711,Cyber Fraud,2025-01-17,Bengaluru,Closed
F007337,P05422,P02874,Extortion,2025-11-25,Indore,Under Investigation
F007338,P02721,P00383,Illegal Financing,2025-03-14,Rajkot,Under Investigation
F007339,P06153,P02787,Extortion,2025-01-04,Mumbai,Closed
F007340,P04972,P08451,Extortion,2025-10-08,Jaipur,Open
F007341,P03985,P09697,Money Laundering,2025-08-19,Indore,Under Investigation
F007342,P02896,P05512,Organized Fraud,2025-09-18,Surat,Under Investigation
F007343,P02525,P03840,Money Laundering,2025-01-25,Delhi,Closed
F007344,P06357,P08852,Financial Fraud,2025-04-29,Indore,Closed
F007345,P01209,P04762,Illegal Financing,2025-04-24,Kolkata,Under Investigation
F007346,P05448,P05602,Cyber Fraud,2025-12-29,Surat,Closed
F007347,P05548,P00687,Cyber Fraud,2025-12-25,Jaipur,Open
F007348,P07997,P08766,Organized Fraud,2025-06-10,Pune,Under Investigation
F007349,P08305,P03862,Extortion,2025-07-30,Indore,Closed
F007350,P00501,P04943,Financial Fraud,2025-10-05,Bengaluru,Open
F007351,P03225,P04269,Extortion,2025-01-24,Mumbai,Under Investigation
F007352,P05314,P05603,Money Laundering,2025-09-14,Surat,Under Investigation
F007353,P00560,P05713,Extortion,2025-08-10,Pune,Open
F007354,P09619,P04842,Extortion,2025-03-08,Rajkot,Under Investigation
F007355,P00834,P09666,Financial Fraud,2025-07-28,Kolkata,Open
F007356,P07963,P00569,Financial Fraud,2025-06-25,Vadodara,Open
F007357,P00442,P06803,Financial Fraud,2025-02-20,Pune,Closed
F007358,P08605,P08824,Organized Fraud,2025-06-23,Vadodara,Open
F007359,P07167,P08421,Extortion,2025-05-24,Rajkot,Open
F007360,P07433,P03593,Financial Fraud,2025-07-31,Vadodara,Open
F007361,P03261,P03262,Extortion,2025-03-26,Rajkot,Under Investigation
F007362,P03967,P07339,Money Laundering,2025-07-11,Delhi,Open
F007363,P02940,P03464,Cyber Fraud,2025-07-09,Jaipur,Under Investigation
F007364,P00959,P04107,Illegal Financing,2025-03-23,Ahmedabad,Open
F007365,P07045,P00078,Cyber Fraud,2025-02-06,Hyderabad,Under Investigation
F007366,P08409,P00207,Extortion,2025-12-31,Rajkot,Under Investigation
F007367,P01010,P03853,Money Laundering,2025-02-05,Pune,Open
F007368,P06614,P09171,Financial Fraud,2025-10-31,Mumbai,Under Investigation
F007369,P03502,P08451,Money Laundering,2025-10-26,Hyderabad,Closed
F007370,P05615,P01959,Cyber Fraud,2025-06-19,Hyderabad,Under Investigation
F007371,P03162,P00221,Money Laundering,2025-10-28,Vadodara,Closed
F007372,P05830,P05412,Cyber Fraud,2025-07-07,Indore,Closed
F007373,P04752,P06240,Illegal Financing,2025-11-05,Bengaluru,Under Investigation
F007374,P08450,P09827,Financial Fraud,2025-04-01,Vadodara,Open
F007375,P00430,P07380,Cyber Fraud,2025-08-30,Rajkot,Under Investigation
F007376,P02779,P05248,Money Laundering,2025-12-11,Bengaluru,Under Investigation
F007377,P00383,P06353,Extortion,2025-08-17,Surat,Closed
F007378,P04165,P04264,Extortion,2025-10-21,Jaipur,Open
F007379,P07814,P04159,Extortion,2025-01-05,Kolkata,Open
F007380,P06658,P07292,Illegal Financing,2025-10-10,Ahmedabad,Open
F007381,P09372,P07299,Organized Fraud,2025-03-24,Hyderabad,Under Investigation
F007382,P06283,P09781,Organized Fraud,2025-04-16,Indore,Under Investigation
F007383,P09706,P04206,Organized Fraud,2025-04-15,Vadodara,Under Investigation
F007384,P09528,P04165,Cyber Fraud,2025-01-14,Surat,Under Investigation
F007385,P08280,P09028,Money Laundering,2025-11-20,Jaipur,Under Investigation
F007386,P06386,P08604,Illegal Financing,2025-02-26,Indore,Under Investigation
F007387,P00491,P06029,Cyber Fraud,2025-06-22,Rajkot,Under Investigation
F007388,P05688,P00806,Money Laundering,2025-11-28,Rajkot,Under Investigation
F007389,P05523,P01689,Financial Fraud,2025-07-24,Delhi,Open
F007390,P08412,P00191,Financial Fraud,2025-05-22,Rajkot,Under Investigation
F007391,P07164,P00751,Money Laundering,2025-11-12,Rajkot,Under Investigation
F007392,P07040,P00683,Illegal Financing,2025-11-16,Surat,Open
F007393,P03777,P07483,Financial Fraud,2025-11-16,Indore,Under Investigation
F007394,P03877,P03211,Cyber Fraud,2025-07-07,Bengaluru,Open
F007395,P08817,P07520,Money Laundering,2025-01-17,Ahmedabad,Open
F007396,P00817,P02852,Cyber Fraud,2025-01-20,Delhi,Under Investigation
F007397,P09503,P01622,Extortion,2025-07-14,Indore,Under Investigation
F007398,P05811,P04979,Cyber Fraud,2025-09-21,Jaipur,Open
F007399,P04499,P00917,Extortion,2025-11-07,Kolkata,Under Investigation
F007400,P06258,P02124,Money Laundering,2025-05-03,Jaipur,Under Investigation
F007401,P01023,P04169,Cyber Fraud,2025-10-12,Pune,Under Investigation
F007402,P00335,P08186,Money Laundering,2025-08-03,Indore,Open
F007403,P05014,P02648,Illegal Financing,2025-11-05,Kolkata,Open
F007404,P09360,P00550,Cyber Fraud,2025-01-18,Kolkata,Open
F007405,P08498,P06400,Money Laundering,2025-08-26,Kolkata,Under Investigation
F007406,P08408,P00929,Financial Fraud,2025-11-15,Delhi,Closed
F007407,P04783,P04845,Illegal Financing,2025-03-17,Surat,Closed
F007408,P06855,P09624,Financial Fraud,2025-09-10,Hyderabad,Open
F007409,P08736,P08189,Organized Fraud,2025-05-21,Ahmedabad,Open
F007410,P00207,P06192,Cyber Fraud,2025-07-07,Ahmedabad,Open
F007411,P02867,P03497,Extortion,2025-01-23,Kolkata,Closed
F007412,P01036,P08166,Money Laundering,2025-06-01,Jaipur,Open
F007413,P06010,P07957,Extortion,2025-06-14,Surat,Under Investigation
F007414,P06805,P07058,Money Laundering,2025-12-08,Pune,Under Investigation
F007415,P00003,P04217,Financial Fraud,2025-01-17,Ahmedabad,Closed
F007416,P01305,P05204,Organized Fraud,2025-09-16,Surat,Under Investigation
F007417,P05108,P03431,Cyber Fraud,2025-07-24,Indore,Closed
F007418,P09260,P07349,Organized Fraud,2025-12-23,Hyderabad,Under Investigation
F007419,P02387,P06024,Cyber Fraud,2025-10-13,Pune,Under Investigation
F007420,P07877,P08796,Financial Fraud,2025-09-26,Pune,Closed
F007421,P06060,P07777,Organized Fraud,2025-12-31,Hyderabad,Open
F007422,P07610,P01253,Cyber Fraud,2025-07-23,Mumbai,Open
F007423,P08072,P03615,Extortion,2025-09-01,Indore,Open
F007424,P00198,P02056,Financial Fraud,2025-02-24,Vadodara,Under Investigation
F007425,P02920,P03931,Money Laundering,2025-09-11,Kolkata,Under Investigation
F007426,P06663,P07635,Organized Fraud,2025-03-25,Hyderabad,Open
F007427,P09948,P06019,Money Laundering,2025-06-05,Jaipur,Open
F007428,P08963,P02229,Cyber Fraud,2025-11-26,Delhi,Open
F007429,P05020,P02120,Financial Fraud,2025-07-23,Delhi,Under Investigation
F007430,P04732,P03001,Money Laundering,2025-02-13,Pune,Open
F007431,P01766,P00537,Financial Fraud,2025-01-23,Mumbai,Closed
F007432,P07824,P09054,Financial Fraud,2025-05-09,Rajkot,Open
F007433,P01186,P08871,Money Laundering,2025-03-10,Delhi,Open
F007434,P06935,P08134,Cyber Fraud,2025-07-20,Ahmedabad,Open
F007435,P05679,P05525,Organized Fraud,2025-07-30,Kolkata,Under Investigation
F007436,P03848,P01283,Extortion,2025-12-10,Ahmedabad,Open
F007437,P07692,P07053,Organized Fraud,2025-11-25,Kolkata,Under Investigation
F007438,P02154,P02807,Financial Fraud,2025-05-03,Mumbai,Closed
F007439,P02156,P02288,Extortion,2025-06-16,Delhi,Under Investigation
F007440,P03716,P05965,Money Laundering,2025-09-25,Vadodara,Open
F007441,P00237,P09406,Financial Fraud,2025-02-28,Indore,Open
F007442,P02168,P00322,Organized Fraud,2025-04-23,Delhi,Open
F007443,P03351,P08900,Money Laundering,2025-06-29,Ahmedabad,Under Investigation
F007444,P04006,P08213,Extortion,2025-11-07,Hyderabad,Under Investigation
F007445,P01924,P01615,Money Laundering,2025-09-16,Kolkata,Under Investigation
F007446,P01738,P06113,Organized Fraud,2025-01-29,Mumbai,Open
F007447,P00692,P07728,Extortion,2025-08-29,Jaipur,Open
F007448,P00736,P04659,Financial Fraud,2025-10-19,Indore,Under Investigation
F007449,P09142,P03171,Organized Fraud,2025-08-31,Pune,Open
F007450,P05083,P04960,Cyber Fraud,2025-01-03,Delhi,Under Investigation
F007451,P01863,P05872,Money Laundering,2025-11-17,Bengaluru,Open
F007452,P04541,P06266,Extortion,2025-10-01,Hyderabad,Closed
F007453,P00617,P01634,Illegal Financing,2025-08-30,Jaipur,Under Investigation
F007454,P00440,P09545,Financial Fraud,2025-12-01,Indore,Open
F007455,P09890,P04593,Cyber Fraud,2025-02-01,Ahmedabad,Open
F007456,P00197,P02649,Illegal Financing,2025-11-14,Hyderabad,Open
F007457,P05746,P07497,Extortion,2025-04-20,Delhi,Open
F007458,P03324,P04551,Extortion,2025-08-02,Surat,Open
F007459,P00136,P00024,Illegal Financing,2025-02-07,Ahmedabad,Under Investigation
F007460,P08604,P04686,Money Laundering,2025-12-23,Mumbai,Closed
F007461,P01186,P05714,Extortion,2025-01-25,Delhi,Under Investigation
F007462,P06410,P09523,Organized Fraud,2025-01-19,Bengaluru,Open
F007463,P09720,P08310,Organized Fraud,2025-02-10,Kolkata,Closed
F007464,P06774,P02073,Money Laundering,2025-05-29,Rajkot,Under Investigation
F007465,P03643,P01410,Money Laundering,2025-05-23,Delhi,Closed
F007466,P04409,P02426,Cyber Fraud,2025-06-13,Rajkot,Closed
F007467,P08349,P09661,Money Laundering,2025-10-21,Rajkot,Closed
F007468,P07653,P03683,Financial Fraud,2025-08-18,Pune,Closed
F007469,P01342,P09226,Money Laundering,2025-05-27,Surat,Open
F007470,P07416,P07938,Organized Fraud,2025-02-15,Indore,Under Investigation
F007471,P04503,P01523,Illegal Financing,2025-06-08,Bengaluru,Open
F007472,P04661,P03808,Money Laundering,2025-01-27,Vadodara,Open
F007473,P04501,P04718,Financial Fraud,2025-02-27,Mumbai,Under Investigation
F007474,P08732,P02161,Illegal Financing,2025-09-21,Indore,Closed
F007475,P06664,P06750,Financial Fraud,2025-11-15,Indore,Under Investigation
F007476,P00059,P08794,Financial Fraud,2025-03-09,Kolkata,Under Investigation
F007477,P01183,P04891,Money Laundering,2025-07-13,Bengaluru,Open
F007478,P08961,P00572,Extortion,2025-08-09,Hyderabad,Open
F007479,P04105,P03603,Cyber Fraud,2025-04-01,Surat,Open
F007480,P09205,P07033,Money Laundering,2025-04-08,Vadodara,Open
F007481,P04936,P02274,Financial Fraud,2025-03-28,Bengaluru,Under Investigation
F007482,P04727,P04803,Money Laundering,2025-01-13,Bengaluru,Under Investigation
F007483,P03704,P01417,Organized Fraud,2025-04-28,Jaipur,Closed
F007484,P01621,P06339,Organized Fraud,2025-01-07,Indore,Under Investigation
F007485,P09825,P01787,Financial Fraud,2025-08-07,Bengaluru,Under Investigation
F007486,P07341,P09117,Financial Fraud,2025-03-09,Mumbai,Open
F007487,P08651,P00643,Organized Fraud,2025-02-12,Hyderabad,Open
F007488,P00123,P02527,Extortion,2025-04-27,Mumbai,Open
F007489,P07805,P01894,Money Laundering,2025-10-27,Rajkot,Open
F007490,P08913,P05919,Cyber Fraud,2025-05-03,Surat,Under Investigation
F007491,P07526,P03399,Financial Fraud,2025-12-01,Vadodara,Under Investigation
F007492,P03044,P07006,Financial Fraud,2025-02-02,Rajkot,Under Investigation
F007493,P03470,P04124,Money Laundering,2025-01-07,Mumbai,Under Investigation
F007494,P01837,P03382,Illegal Financing,2025-01-10,Vadodara,Under Investigation
F007495,P08222,P08515,Money Laundering,2025-02-19,Indore,Under Investigation
F007496,P08287,P07056,Cyber Fraud,2025-06-27,Surat,Under Investigation
F007497,P03059,P03025,Financial Fraud,2025-01-09,Ahmedabad,Under Investigation
F007498,P06779,P00693,Illegal Financing,2025-02-17,Pune,Under Investigation
F007499,P08463,P06514,Extortion,2025-11-14,Jaipur,Open
F007500,P00396,P01688,Cyber Fraud,2025-11-12,Pune,Under Investigation
F007501,P02741,P08528,Cyber Fraud,2025-04-27,Surat,Under Investigation
F007502,P08302,P09801,Financial Fraud,2025-01-25,Surat,Open
F007503,P06586,P09816,Financial Fraud,2025-07-30,Indore,Open
F007504,P00380,P08492,Money Laundering,2025-06-24,Bengaluru,Under Investigation
F007505,P05329,P00232,Financial Fraud,2025-05-02,Mumbai,Under Investigation
F007506,P05513,P05082,Illegal Financing,2025-12-02,Mumbai,Open
F007507,P09360,P00222,Cyber Fraud,2025-12-05,Mumbai,Open
F007508,P00898,P09061,Organized Fraud,2025-10-06,Pune,Open
F007509,P07575,P02477,Cyber Fraud,2025-06-15,Kolkata,Under Investigation
F007510,P09457,P06731,Financial Fraud,2025-01-24,Bengaluru,Open
F007511,P09304,P09338,Organized Fraud,2025-03-04,Delhi,Open
F007512,P09336,P08145,Money Laundering,2025-08-23,Jaipur,Open
F007513,P00698,P06455,Illegal Financing,2025-10-15,Hyderabad,Open
F007514,P09338,P06383,Cyber Fraud,2025-08-04,Kolkata,Open
F007515,P03477,P08135,Extortion,2025-05-16,Mumbai,Open
F007516,P01351,P06168,Extortion,2025-08-25,Hyderabad,Under Investigation
F007517,P06172,P05339,Illegal Financing,2025-03-04,Jaipur,Under Investigation
F007518,P08097,P02528,Cyber Fraud,2025-12-19,Jaipur,Under Investigation
F007519,P06710,P02048,Money Laundering,2025-04-22,Hyderabad,Open
F007520,P01345,P05715,Cyber Fraud,2025-05-15,Bengaluru,Under Investigation
F007521,P03140,P06919,Extortion,2025-04-01,Hyderabad,Open
F007522,P04276,P03673,Organized Fraud,2025-05-14,Delhi,Under Investigation
F007523,P04834,P01475,Financial Fraud,2025-01-25,Indore,Open
F007524,P07602,P07562,Financial Fraud,2025-11-02,Delhi,Open
F007525,P09379,P06157,Financial Fraud,2025-02-03,Hyderabad,Open
F007526,P04661,P00885,Illegal Financing,2025-05-27,Pune,Open
F007527,P08933,P04815,Money Laundering,2025-12-20,Hyderabad,Under Investigation
F007528,P00450,P06932,Financial Fraud,2025-05-07,Hyderabad,Under Investigation
F007529,P09967,P08737,Cyber Fraud,2025-12-13,Ahmedabad,Open
F007530,P05597,P00697,Money Laundering,2025-10-30,Surat,Under Investigation
F007531,P07648,P08026,Illegal Financing,2025-05-20,Pune,Under Investigation
F007532,P05405,P08300,Organized Fraud,2025-04-30,Indore,Open
F007533,P06527,P06805,Money Laundering,2025-10-27,Bengaluru,Closed
F007534,P05194,P00893,Organized Fraud,2025-01-03,Rajkot,Open
F007535,P03227,P09365,Organized Fraud,2025-10-02,Vadodara,Under Investigation
F007536,P00171,P08468,Extortion,2025-06-25,Hyderabad,Open
F007537,P02009,P05270,Financial Fraud,2025-03-11,Rajkot,Open
F007538,P09545,P07508,Organized Fraud,2025-09-22,Mumbai,Closed
F007539,P01637,P04462,Organized Fraud,2025-11-01,Rajkot,Under Investigation
F007540,P04074,P02905,Cyber Fraud,2025-12-13,Indore,Open
F007541,P01456,P02807,Cyber Fraud,2025-07-19,Jaipur,Open
F007542,P04563,P02163,Money Laundering,2025-10-24,Mumbai,Under Investigation
F007543,P09586,P07955,Illegal Financing,2025-03-17,Kolkata,Under Investigation
F007544,P06974,P05877,Cyber Fraud,2025-12-20,Hyderabad,Under Investigation
F007545,P03554,P03265,Financial Fraud,2025-02-22,Pune,Closed
F007546,P06033,P06003,Cyber Fraud,2025-06-27,Delhi,Under Investigation
F007547,P05188,P08088,Organized Fraud,2025-05-04,Pune,Closed
F007548,P04761,P02021,Extortion,2025-01-12,Pune,Closed
F007549,P07268,P09298,Financial Fraud,2025-05-13,Jaipur,Closed
F007550,P06252,P07921,Extortion,2025-11-14,Bengaluru,Open
F007551,P09757,P02600,Organized Fraud,2025-08-04,Pune,Open
F007552,P04356,P00764,Illegal Financing,2025-10-07,Hyderabad,Open
F007553,P09499,P04795,Money Laundering,2025-04-12,Vadodara,Under Investigation
F007554,P05438,P00762,Extortion,2025-02-09,Hyderabad,Under Investigation
F007555,P07847,P07177,Extortion,2025-11-10,Pune,Under Investigation
F007556,P09469,P08641,Financial Fraud,2025-07-17,Indore,Under Investigation
F007557,P03401,P05161,Illegal Financing,2025-09-08,Surat,Under Investigation
